,order_id,tip
1009,2539004,
1010,1844324,
1011,1045151,
1012,2171236,
1013,3173563,
1014,1614963,
1015,1869076,
1016,1727413,
1017,3302132,
1018,2962172,
1019,2054904,
1020,678292,
1021,252109,
1022,2527016,
1023,1111201,
1024,701202,
1025,2892594,
1026,326405,
1027,1383315,
1028,1659217,
1029,2794349,
1030,1404086,
1031,1435403,
1032,1277631,
1033,2004703,
1034,887556,
1035,1707365,
1036,2247576,
1037,2434052,
1038,41594,
1039,3207982,
1040,555737,
1041,418383,
1042,3252832,
1043,2573636,
1044,2101832,
1045,495257,
1046,755685,
1047,2374506,
1048,1773203,
1049,490464,
1050,204609,
1051,2908061,
1052,926050,
1053,582316,
1054,1104458,
1055,3109756,
1056,3313539,
1057,3337089,
1058,361061,
1059,2557433,
1060,1817739,
1061,468155,
1062,836347,
1063,317225,
1064,1495595,
1065,1877284,
1066,1087344,
1067,1491354,
1068,1077618,
1069,117370,
1070,2513589,
1071,675163,
1072,2606396,
1073,861905,
1074,120094,
1075,767786,
1076,3012148,
1077,2957138,
1078,126154,
1079,2355421,
1080,2243092,
1081,2239863,
1082,149889,
1083,646569,
1084,2810197,
1085,75337,
1086,1172369,
1087,3150270,
1088,3062003,
1089,3031029,
1090,162358,
1091,3312473,
1092,966163,
1093,2249752,
1094,3195300,
1095,1572833,
1096,2616253,
1097,3340928,
1098,3341511,
1099,1801922,
1100,956078,
1101,1069154,
1102,273758,
1103,245956,
1104,1824304,
1105,3012570,
1106,1850441,
1107,2235940,
1108,2847170,
1109,3395231,
1110,2237993,
1111,3093037,
1112,1146669,
1113,1565968,
1114,2904561,
1115,623746,
1116,1203357,
1117,785046,
1118,715826,
1119,1259414,
1120,1583203,
1121,3151742,
1122,574325,
1123,3180377,
1124,1070240,
1125,2296223,
1126,3249574,
1127,147599,
1128,3360855,
1129,618397,
1130,135228,
1131,253281,
1132,1223154,
1133,1787589,
1134,1094408,
1135,2674919,
1136,1806105,
1137,3072984,
1138,2153132,
1139,3348660,
1140,42596,
1141,2352112,
1142,190203,
1143,2560302,
1144,1849852,
1145,1904945,
1146,3155274,
1147,1431633,
1148,2588291,
1149,2539915,
1150,609243,
1151,726786,
1152,1010751,
1153,2409809,
1154,2943561,
1155,42199,
1156,707861,
1157,802132,
1158,562961,
1159,74973,
1160,2987166,
1161,2673506,
1162,1205021,
1163,189527,
1164,2143077,
1165,3011446,
1166,2025988,
1167,288423,
1168,383311,
1169,3229098,
1170,1149658,
1171,2652370,
1172,2689194,
1173,1033765,
1174,738088,
1175,490009,
1176,394545,
1177,27128,
1178,938501,
1179,613449,
1180,2334361,
1181,1161025,
1182,2839811,
1183,2587690,
1184,1634261,
1185,3020011,
1186,38225,
1187,671430,
1188,1420448,
1189,757080,
1190,1411181,
1191,1194936,
1192,2458107,
1193,1999833,
1194,1685366,
1195,1816640,
1196,3122621,
1197,3324407,
1198,489822,
1199,321411,
1200,3402393,
1201,3106417,
1202,2387815,
1203,2937241,
1204,3054833,
1205,1390731,
1206,2996452,
1207,1148254,
1208,1605315,
1209,2442778,
1210,3232824,
1211,1886835,
1212,2925339,
1213,3268542,
1214,2952510,
1215,3067911,
1216,134944,
1217,2117526,
1218,2529595,
1219,563024,
1220,2099956,
1221,3325712,
1222,2724405,
1223,2795369,
1224,267573,
1225,344544,
1226,3121397,
1227,2626929,
1228,2807795,
1229,683104,
1230,3149915,
1231,1705646,
1232,2569999,
1233,1713171,
1234,2529572,
1235,1685725,
1236,571592,
1237,203571,
1238,257429,
1239,316754,
1240,1228411,
1241,2806719,
1242,265752,
1243,503920,
1244,2306725,
1245,456576,
1246,1910738,
1247,1660954,
1248,365869,
1249,259284,
1250,221978,
1251,2611770,
1252,1572061,
1253,2078992,
1254,3239633,
1255,2239028,
1256,1128869,
1257,1135423,
1258,507039,
1259,266045,
1260,2754112,
1261,143738,
1262,2444218,
1263,2212196,
1264,3327068,
1265,3143454,
1266,1645521,
1267,700547,
1268,1381686,
1269,3058072,
1270,69850,
1271,1444355,
1272,2104535,
1273,3182753,
1274,2306751,
1275,3367450,
1276,271846,
1277,370558,
1278,2301545,
1279,3173007,
1280,1845470,
1281,1375714,
1282,1003687,
1283,2106543,
1284,2363041,
1285,2032962,
1286,1741182,
1287,415295,
1288,974654,
1289,3034307,
1290,1754722,
1291,1265847,
1292,277782,
1293,1992128,
1294,3367621,
1295,1549183,
1296,3298305,
1297,2389839,
1298,2380548,
1299,1888249,
1300,2496369,
1301,1688118,
1302,1544630,
1303,896929,
1304,1378018,
1305,3350445,
1306,1700205,
1307,1149237,
1308,253975,
1309,3072535,
1310,1733328,
1311,135241,
1312,1553955,
1313,2694521,
1314,2548219,
1315,1701639,
1316,2606324,
1317,1670032,
1318,1273082,
1319,3269523,
1320,394773,
1321,3237445,
1322,2879504,
1323,3117568,
1324,2619185,
1325,1484201,
1326,1416481,
1327,1399060,
1328,2835996,
1329,181311,
1330,2520846,
1331,3176777,
1332,819661,
1333,1584264,
1334,1997735,
1335,1899034,
1336,3128169,
1337,3166604,
1338,863205,
1339,3099595,
1340,3008525,
1341,3188368,
1342,3326897,
1343,1049848,
1344,1651642,
1345,148733,
1346,2605826,
1347,2036495,
1348,2074228,
1349,2133510,
1350,2957155,
1351,1483451,
1352,1075754,
1353,1335634,
1354,2722840,
1355,3356032,
1356,983456,
1357,1672436,
1358,3101805,
1359,1927033,
1360,3193669,
1361,427111,
1362,2175276,
1363,2465868,
1364,2709144,
1365,3327445,
1366,251665,
1367,1671293,
1368,859962,
1369,1045639,
1370,2484222,
1371,2363623,
1372,22290,
1373,1197092,
1374,1479492,
1375,328212,
1376,2051745,
1377,1074183,
1378,700754,
1379,614817,
1380,453386,
1381,2755671,
1382,2131977,
1383,1117949,
1384,718305,
1385,779276,
1386,1689859,
1387,544303,
1388,462115,
1389,2876509,
1390,1592217,
1391,2952019,
1392,1273284,
1393,274489,
1394,3061522,
1395,2184236,
1396,2224065,
1397,335822,
1398,2472404,
1399,398248,
1400,3227162,
1401,598000,
1402,2181916,
1403,731202,
1404,406662,
1405,750686,
1406,2213879,
1407,2831938,
1408,3217718,
1409,2202137,
1410,2069420,
1411,1109229,
1412,2678708,
1413,205856,
1414,2515644,
1415,302665,
1416,3136121,
1417,3055327,
1418,2427127,
1419,908938,
1420,1292533,
1421,3031761,
1422,2748015,
1423,1631916,
1424,2461484,
1425,1956438,
1426,3112578,
1427,2002166,
1428,1783355,
1429,2549191,
1430,2134473,
1431,1681728,
1432,281209,
1433,677884,
1434,1622497,
1435,843426,
1436,2761373,
1437,1337494,
1438,761038,
1439,965923,
1440,2117630,
1441,2469410,
1442,747800,
1443,1053033,
1444,873976,
1445,522364,
1446,213367,
1447,3099773,
1448,2334892,
1449,2481809,
1450,221196,
1451,131580,
1452,1947416,
1453,464257,
1454,2516844,
1455,1091321,
1456,2395604,
1457,2356941,
1458,275629,
1459,711134,
1460,2349132,
1461,1074617,
1462,1794428,
1463,2930476,
1464,2741810,
1465,1933734,
1466,1092164,
1467,2444936,
1468,1858543,
1469,1454837,
1470,1206290,
1471,1363501,
1472,1477370,
1473,3080951,
1474,1964852,
1475,3064683,
1476,1843701,
1477,1631298,
1478,3032651,
1479,1840753,
1480,1987659,
1481,604150,
1482,2163248,
1483,152389,
1484,1646768,
1485,3320996,
1486,365284,
1487,610267,
1488,1100373,
1489,1811122,
1490,3129230,
1491,3331475,
1492,401080,
1493,2894944,
1494,1114308,
1495,2718318,
1496,1698257,
1497,3252732,
1498,3244085,
1499,203202,
1500,1191513,
1501,2481061,
1502,2696715,
1503,679038,
1504,1266875,
1505,2447178,
1506,1685257,
1507,3190698,
1508,362593,
1509,243966,
1510,2325900,
1511,3183318,
1512,172849,
1513,231206,
1514,3227165,
1515,508716,
1516,2342007,
1517,356376,
1518,2779549,
1519,1447472,
1520,2622036,
1521,2438301,
1522,2044367,
1523,918151,
1524,2646247,
1525,1822335,
1526,2863056,
1527,2543842,
1528,751552,
1529,127336,
1530,646574,
1531,2227585,
1532,2388026,
1533,280954,
1534,827126,
1535,3008385,
1536,523491,
1537,1106395,
1538,12510,
1539,80103,
1540,1521616,
1541,3271987,
1542,1847849,
1543,238839,
1544,424861,
1545,1458758,
1546,825250,
1547,2687199,
1548,3405572,
1549,2728308,
1550,2940031,
1551,1145183,
1552,1531000,
1553,2014791,
1554,3388210,
1555,3238226,
1556,1599402,
1557,3183632,
1558,1869518,
1559,1500710,
1560,2454348,
1561,315178,
1562,3360456,
1563,3164338,
1564,375256,
1565,2575332,
1566,1488589,
1567,2495911,
1568,993889,
1569,1090224,
1570,1391876,
1571,219136,
1572,2408661,
1573,2077829,
1574,1851420,
1575,2896262,
1576,2979182,
1577,2512954,
1578,2041232,
1579,289521,
1580,2239721,
1581,951487,
1582,2472122,
1583,2191706,
1584,3141535,
1585,219668,
1586,1725325,
1587,2555087,
1588,2095000,
1589,1457006,
1590,42008,
1591,101110,
1592,749143,
1593,490951,
1594,1009487,
1595,1928271,
1596,3068396,
1597,2475921,
1598,1068605,
1599,879185,
1600,2372384,
1601,867396,
1602,3102697,
1603,294714,
1604,1075974,
1605,94667,
1606,3179424,
1607,631466,
1608,430435,
1609,2009927,
1610,1679773,
1611,1954067,
1612,57170,
1613,2276920,
1614,2229164,
1615,2598678,
1616,2660034,
1617,2653335,
1618,2974943,
1619,2775865,
1620,294642,
1621,995448,
1622,319619,
1623,581397,
1624,1752844,
1625,1877459,
1626,1669448,
1627,1453706,
1628,60130,
1629,1391039,
1630,739207,
1631,3168674,
1632,183856,
1633,570667,
1634,20385,
1635,317499,
1636,970737,
1637,2757811,
1638,1242501,
1639,3070510,
1640,2632365,
1641,1299056,
1642,1132287,
1643,109225,
1644,1015739,
1645,292801,
1646,2805743,
1647,1883106,
1648,3358350,
1649,3196025,
1650,829781,
1651,3366890,
1652,2437244,
1653,2656811,
1654,1451646,
1655,127452,
1656,880997,
1657,1664170,
1658,798666,
1659,3037241,
1660,323610,
1661,1857727,
1662,2856016,
1663,2205966,
1664,2381888,
1665,42094,
1666,2264232,
1667,296725,
1668,2503868,
1669,109079,
1670,724567,
1671,3169809,
1672,2122707,
1673,1659983,
1674,962181,
1675,1403354,
1676,775542,
1677,1442670,
1678,437303,
1679,3026414,
1680,2446157,
1681,2440104,
1682,54809,
1683,3216774,
1684,875443,
1685,2571386,
1686,2330535,
1687,1622649,
1688,202772,
1689,328412,
1690,518548,
1691,1230266,
1692,997622,
1693,1761911,
1694,1014758,
1695,2324050,
1696,940905,
1697,330007,
1698,3045183,
1699,2699621,
1700,319276,
1701,1755578,
1702,2105477,
1703,2993831,
1704,539663,
1705,3370725,
1706,684228,
1707,2751688,
1708,684648,
1709,480827,
1710,1061826,
1711,2299100,
1712,2150925,
1713,3378329,
1714,1778118,
1715,1246824,
1716,3075311,
1717,647049,
1718,1231924,
1719,1575040,
1720,921634,
1721,2513262,
1722,1202027,
1723,2313862,
1724,251148,
1725,52794,
1726,3397867,
1727,2785732,
1728,1217568,
1729,2839041,
1730,360088,
1731,1342905,
1732,1979499,
1733,811149,
1734,1949172,
1735,3286590,
1736,2952596,
1737,2898194,
1738,893103,
1739,147872,
1740,307081,
1741,2967667,
1742,1807697,
1743,3368917,
1744,41810,
1745,637152,
1746,577424,
1747,2424811,
1748,1752992,
1749,2563118,
1750,665772,
1751,899607,
1752,831974,
1753,1690821,
1754,2726332,
1755,1094987,
1756,2368002,
1757,1139330,
1758,1959522,
1759,903128,
1760,101815,
1761,521049,
1762,2244372,
1763,346171,
1764,2548565,
1765,1078536,
1766,1578988,
1767,814144,
1768,1773374,
1769,3289335,
1770,1021523,
1771,1301401,
1772,3054926,
1773,2672820,
1774,679197,
1775,3284115,
1776,500175,
1777,798081,
1778,1505540,
1779,3126177,
1780,1576267,
1781,76458,
1782,1990044,
1783,2850884,
1784,3333726,
1785,1167884,
1786,2506397,
1787,1318485,
1788,1632579,
1789,2361570,
1790,940480,
1791,1416486,
1792,3276861,
1793,3194880,
1794,1424130,
1795,2110952,
1796,516998,
1797,811727,
1798,2956387,
1799,2912870,
1800,738415,
1801,2559013,
1802,1246354,
1803,1794608,
1804,3084277,
1805,2881165,
1806,2917874,
1807,1054275,
1808,1611547,
1809,1709599,
1810,811540,
1811,1376269,
1812,154116,
1813,1674173,
1814,2405808,
1815,2161983,
1816,112518,
1817,124383,
1818,1984804,
1819,3175848,
1820,311051,
1821,2574708,
1822,732115,
1823,1733735,
1824,3079540,
1825,2635738,
1826,555738,
1827,1585144,
1828,2159682,
1829,2968643,
1830,3405525,
1831,1524614,
1832,2158275,
1833,3319264,
1834,2912520,
1835,1471427,
1836,1125658,
1837,723161,
1838,1692518,
1839,1607431,
1840,160061,
1841,274163,
1842,2293556,
1843,76901,
1844,436895,
1845,2185389,
1846,2199663,
1847,2400076,
1848,1943670,
1849,1580473,
1850,1806087,
1851,247223,
1852,2338390,
1853,2128733,
1854,739120,
1855,2339899,
1856,2739474,
1857,1981826,
1858,1743551,
1859,2343361,
1860,2489224,
1861,2375057,
1862,662967,
1863,953730,
1864,2797216,
1865,1480461,
1866,1749920,
1867,1413306,
1868,3020061,
1869,569016,
1870,2985576,
1871,302277,
1872,1475860,
1873,1795630,
1874,2338861,
1875,1133243,
1876,328008,
1877,3229353,
1878,1987004,
1879,1278230,
1880,2784824,
1881,2091825,
1882,206208,
1883,3241785,
1884,1942583,
1885,1891836,
1886,1740247,
1887,3234142,
1888,272402,
1889,2645471,
1890,1794530,
1891,175753,
1892,2370185,
1893,2308032,
1894,1511261,
1895,1141221,
1896,2253814,
1897,2446176,
1898,1234102,
1899,1619900,
1900,2034704,
1901,2883280,
1902,2464586,
1903,2345522,
1904,2062230,
1905,615484,
1906,421738,
1907,1885553,
1908,2614366,
1909,1422276,
1910,1766658,
1911,2721710,
1912,307612,
1913,403977,
1914,3305393,
1915,1960062,
1916,735248,
1917,26319,
1918,2033128,
1919,208311,
1920,148391,
1921,583472,
1922,992387,
1923,2527003,
1924,2639086,
1925,2520504,
1926,2561789,
1927,1981812,
1928,3035454,
1929,1120627,
1930,1007013,
1931,2413257,
1932,3104193,
1933,1722490,
1934,1463802,
1935,273817,
1936,1545006,
1937,109884,
1938,484322,
1939,1743585,
1940,1700139,
1941,172904,
1942,1060362,
