,order_id,tip
9612,531078,
9631,1882095,
9652,3293848,
9692,2830734,
9709,2558969,
9743,437954,
9754,192822,
9787,2413078,
9793,416736,
9816,2725594,
9827,821898,
9922,1017699,
9930,1933130,
9994,415087,
10011,3298943,
10057,1866656,
10075,1974079,
10096,151039,
10100,2125060,
10134,2081127,
10155,2342041,
10252,428232,
10262,1224638,
10267,1549043,
10313,78051,
10323,2316417,
10548,1408873,
10583,2901230,
10768,812040,
10812,1035261,
10818,3267146,
10827,219986,
10846,1600279,
10858,2376860,
10881,632715,
10887,1735653,
10925,1405257,
10951,783434,
10985,1696391,
10990,143284,
11014,2810951,
11082,1204921,
11182,3327840,
11205,1379024,
11217,1842223,
11232,2524486,
11236,1063245,
11275,2643096,
11281,2451495,
11324,2154325,
11333,3002915,
11378,261370,
11385,2127707,
11392,959637,
11416,1191841,
11431,1202012,
11437,1307498,
11454,1054283,
11460,2357159,
11465,219467,
11481,398828,
11497,1985172,
11511,1122780,
11516,67479,
11524,944659,
11528,921692,
11601,3107150,
11653,2059831,
11667,1368829,
11671,3096583,
11681,251996,
11689,3264066,
11711,1504712,
11730,2793933,
11790,1738759,
11812,1550154,
11859,1387253,
11877,1378817,
11881,1166135,
11897,275130,
11945,1436723,
11959,223389,
11965,60905,
11990,1403740,
12002,553676,
12012,2726080,
12016,3205651,
12023,63770,
12039,565931,
12053,3197269,
12066,2919312,
12088,64766,
12094,14287,
12132,2877517,
12137,1167274,
12146,440384,
12207,2914876,
12255,1556053,
12289,2667408,
12302,2112754,
12307,2871469,
12343,49291,
12352,3116656,
12356,2248477,
12383,2110387,
12433,2354554,
12460,1971243,
12465,888267,
12469,980285,
12477,2208324,
12588,90628,
12633,3070078,
12645,303762,
12650,1515554,
12674,2227916,
12699,2038177,
12707,556139,
12726,670090,
12755,2513420,
12777,2558109,
12783,1553088,
12798,1181590,
12814,3347074,
12819,1089130,
12859,3056331,
12881,1941111,
12951,975061,
12960,2445,
13046,1786829,
13056,2626310,
13060,917873,
13064,3067908,
13093,2331570,
13126,2943041,
13153,985778,
13171,683623,
13198,2934974,
13212,2054288,
13241,874570,
13268,1504504,
13278,2391548,
13294,2932543,
13331,2802645,
13354,1537934,
13359,129013,
13397,2436377,
13441,1241668,
13471,1114234,
13524,92317,
13627,3415312,
13643,265281,
13648,2322058,
13695,83856,
13734,1652829,
13777,2232869,
13807,20460,
13811,692135,
13834,592557,
13840,2648197,
13926,1963578,
13984,3373111,
13989,1526056,
13998,2144171,
14012,1088647,
14017,1534424,
14099,2376580,
14149,718132,
14167,2716795,
14172,26968,
14185,1604634,
14189,1666193,
14211,1305670,
14234,556180,
14243,2689040,
14259,509989,
14265,2689584,
14286,3353496,
14302,846979,
14315,3271309,
14417,1393688,
14449,3036648,
14502,631808,
14513,1880459,
14521,1196150,
14526,1750098,
14552,1729675,
14557,968909,
14581,979263,
14591,374322,
14680,2742119,
14724,309741,
14731,1806432,
14757,3330301,
14773,2444452,
14778,1498776,
14791,757211,
14795,1148045,
14808,15213,
14827,2435106,
14849,1058952,
14853,914910,
14858,700471,
14894,1261929,
14927,178268,
14933,1988586,
14952,1832849,
14959,3202163,
14970,2107544,
14985,1148938,
14992,3108576,
15000,2180302,
15010,2314737,
15024,1876414,
15028,127522,
15057,1739018,
15097,3277128,
15107,951151,
15116,2136949,
15132,3339284,
15136,809820,
15140,1182819,
15150,3419642,
15162,1100805,
15180,967656,
15213,2638832,
15251,3138460,
15359,1888855,
15535,244128,
15594,1288850,
15613,1080892,
15638,2109659,
15687,2073686,
15694,3202493,
15731,1441412,
15745,1826689,
15775,2188922,
15829,2555679,
15843,1759116,
15850,547273,
15901,96292,
15911,3215722,
15932,2753827,
15940,411854,
15948,395208,
15958,122224,
15964,910179,
15986,3289231,
16011,637980,
16052,1982039,
16144,903956,
16169,1056108,
16178,1392921,
16250,252897,
16259,355501,
16266,2055364,
16299,3382300,
16308,1940438,
16328,1389513,
16335,1585569,
16347,1504831,
16353,2987108,
16359,2613422,
16456,1985010,
16494,1226914,
16573,2614856,
16689,221711,
16697,1572263,
16703,827834,
16751,2143665,
16782,668770,
16786,2643636,
16796,1868918,
16800,838618,
16805,1639708,
16812,1129605,
16840,3147418,
16872,2042218,
16895,406446,
16902,11052,
16911,2573243,
16927,1453822,
16935,2020589,
16972,1727267,
16980,1323382,
16997,2216237,
17042,1646879,
17076,443227,
17081,2446265,
17087,3161232,
17103,2330932,
17120,2799858,
17168,1860271,
17204,2406692,
17215,3161966,
17219,2071098,
17236,295980,
17250,1758679,
17305,1510345,
17324,300459,
17328,1430544,
17335,2109825,
17340,1920482,
17349,276012,
17365,1438109,
17371,1268099,
17480,3039780,
17489,393494,
17498,595633,
17511,2717227,
17519,1922310,
17583,2407138,
17587,2341197,
17593,604625,
17614,1542868,
17630,1111743,
17635,526858,
17641,51155,
17659,1594212,
17665,1598697,
17697,327915,
17734,2065685,
17766,387140,
17776,3135267,
17792,2597353,
17800,364097,
17809,1461756,
17842,437041,
17896,1237525,
17921,356584,
17926,2999631,
17930,1527770,
17975,1081030,
18056,1650233,
18082,3409264,
18090,564594,
18134,2034086,
18138,1663465,
18188,2916351,
18196,1678834,
18209,659066,
18216,1058980,
18227,3367947,
18258,2560858,
18364,541039,
18376,249702,
18407,1186686,
18446,1263386,
18450,599773,
18454,304668,
18458,3392152,
18462,2237430,
18478,1725556,
18536,1476764,
18542,153579,
18577,401928,
18610,1489846,
18620,796337,
18665,1570737,
18756,169422,
18780,536324,
18790,1787902,
18796,3251213,
18800,530588,
18814,2479253,
18831,2085716,
18871,1123114,
18927,5743,
18949,2961500,
19036,1843281,
19047,998784,
19065,1289473,
19076,1463798,
19094,472417,
19098,723753,
19109,580476,
19117,2597017,
19121,3025307,
19173,1775170,
19177,3130381,
19187,856361,
19288,1345715,
19339,2085640,
19344,1488101,
19413,3335299,
19460,1410397,
19467,74399,
19486,676514,
19492,2140818,
19498,2879697,
19507,1503135,
19525,2584515,
19588,3250346,
19596,1997605,
19611,2652449,
19640,2644015,
19654,3094816,
19679,164257,
19695,1819621,
19722,2561233,
19727,2375630,
19744,589930,
19777,1896032,
19782,729073,
19786,692507,
19790,2705713,
19845,3184936,
19864,471256,
19957,2823840,
20106,3145497,
20117,874923,
20127,201235,
20186,3080461,
20199,647535,
20218,1098556,
20272,2216089,
20306,658472,
20314,3261274,
20340,3171516,
20347,935344,
20357,20440,
20384,1644890,
20396,2241245,
20410,1175646,
20494,2780794,
20542,27339,
20548,1142716,
20561,1704859,
20610,46340,
20630,2551907,
20638,796037,
20649,1759648,
20673,2856374,
20678,245330,
20718,1763204,
20740,3103652,
20757,1630533,
20768,1962716,
20831,1852170,
20877,2416865,
20898,2747933,
20919,396304,
20923,3077618,
20929,510280,
20952,2346976,
20961,2339119,
20970,336364,
20977,1034882,
20990,566254,
20994,545704,
21001,263184,
21006,332326,
21012,958796,
21019,1269882,
21028,1668533,
21168,2799734,
21180,1855656,
21212,1448561,
21230,648241,
21234,1779225,
21241,722928,
21267,1008360,
21285,1664214,
21303,807060,
21312,3229441,
21379,1702096,
21391,463215,
21395,1304565,
21410,1344515,
21421,2125379,
21428,917153,
21452,596220,
21488,3067161,
21496,2871086,
21524,2896211,
21553,953496,
21565,829949,
21653,273406,
21661,434628,
21668,2235878,
21693,1702162,
21709,215214,
21796,846363,
21864,3164697,
21900,2973176,
21904,851913,
21917,179410,
21938,1728699,
21964,1652731,
22001,2334973,
22081,2034042,
22163,1471800,
22167,193067,
22217,2334410,
22231,1213223,
22282,832177,
22289,1028182,
22295,1243920,
22303,1673616,
22307,2674688,
22354,3154969,
22380,2873160,
22386,633569,
22405,398048,
22427,2770748,
22441,1432666,
22449,2277161,
22502,3288985,
22519,302601,
22526,1080176,
22586,2074271,
22616,2523174,
22639,1377327,
22699,2886510,
22814,165289,
22822,2609167,
22895,265283,
22914,1246060,
22981,2155203,
23081,1927184,
23133,3031079,
23156,559488,
23168,3173206,
23175,3183558,
23239,3388271,
23249,1619324,
23265,875364,
23282,2244136,
23305,2912252,
23329,1308481,
23334,1506022,
23341,158280,
23361,3299516,
23428,447970,
23436,3069390,
23443,3343542,
23448,1742121,
23464,633520,
23469,605667,
23497,2727200,
23515,2431218,
23529,304803,
23541,484688,
23550,3369593,
23590,481964,
23599,1801417,
23622,1549331,
23642,108525,
23655,1015670,
23677,1677999,
23736,3202796,
23750,269244,
23776,1090155,
23795,2395478,
23820,2225736,
23858,326537,
23894,1251668,
23902,1300165,
23911,2425574,
23945,764206,
23951,3108123,
23987,615528,
24020,1634309,
24025,396595,
24030,1335062,
24057,482685,
24092,1995260,
24106,1144293,
24124,1847349,
24128,1836327,
24183,2493959,
24197,1558696,
24211,2561906,
24219,1651505,
24235,143169,
24283,1484526,
24317,460882,
24322,1389833,
24338,151581,
24347,1937526,
24455,220180,
24459,3418665,
24465,3047386,
24483,2306059,
24532,1115143,
24560,623937,
24564,537303,
24599,1339827,
24673,2604897,
24728,2380094,
24736,461114,
24765,6695,
24776,2690545,
24829,779069,
24836,1798022,
24877,3280882,
24927,2669429,
25093,2005577,
25111,2053270,
25119,1973682,
25165,2202416,
25174,540476,
25187,1708449,
25195,562359,
25239,497663,
25259,317537,
25397,2305382,
25410,1829993,
25414,186342,
25418,1758197,
25435,277582,
25450,1170421,
25503,3188385,
25536,512447,
25547,2016183,
25555,1954768,
25583,348734,
25593,1357424,
25658,268712,
25730,1246879,
25741,774145,
25750,886214,
25780,3401644,
25794,1460376,
25804,3288870,
25835,1783688,
25853,1932859,
25870,2864672,
25879,2491974,
25885,248747,
25895,1202825,
25911,629718,
25942,289472,
25955,2538136,
26001,1125090,
26026,3297423,
26030,376933,
26051,431854,
26068,1500774,
26142,3050274,
26154,1639235,
26211,2416904,
26241,552695,
26271,2789450,
26282,1368225,
26286,3383671,
26305,3341496,
26342,3009052,
26351,3313010,
26355,2254592,
26361,1409183,
26386,608020,
26421,1935242,
26428,1564186,
26441,2065616,
26448,3237574,
26468,2307480,
26476,1223773,
26492,1082244,
26513,3274492,
26545,1631034,
26577,2903282,
26583,1517647,
26597,2163264,
26611,500855,
26623,425334,
26682,1174747,
26702,76113,
26860,1299233,
26864,822491,
26873,902420,
26904,960700,
26946,1803298,
26959,2052098,
26999,1957415,
27019,1580605,
27062,2990557,
27071,2721390,
27081,3194255,
27181,2107602,
27202,1436838,
27206,1553910,
27212,2866488,
27216,3330371,
27231,14970,
27237,2834777,
27246,1298513,
27255,2760304,
27311,1553004,
27370,416516,
27379,1898012,
27392,101843,
27414,2014326,
27462,1867462,
27496,1881604,
27519,2400137,
27536,2728888,
27545,2679501,
27550,1773032,
27554,1027034,
27562,163679,
27583,1917563,
27626,2640820,
27694,2449317,
27715,57889,
27720,2453652,
27766,894711,
27789,1820848,
27793,3336718,
27805,3218537,
27837,3289681,
27890,317803,
27901,972022,
27922,490186,
27926,1956311,
27943,910121,
27948,1999292,
27963,2359414,
27969,2684567,
27997,3162003,
28015,2312102,
28117,2461141,
28160,44208,
28165,1970519,
28175,962113,
28183,799957,
28224,1687224,
28270,766690,
28287,3276317,
28306,2159341,
28364,3335689,
28462,30739,
28468,1936522,
28475,2690667,
28499,1227928,
28560,773433,
28568,2750066,
28578,605135,
28590,3310456,
28629,1665205,
28649,449406,
28673,583743,
28687,3327885,
28776,3303655,
28785,3390062,
28883,2777518,
28888,1357889,
28901,1271363,
28915,1609350,
28921,2733497,
28949,953344,
28964,1017184,
28987,407451,
29005,2010460,
29015,2337257,
29063,3090568,
29078,1959430,
29085,2125427,
29145,1507357,
29149,1533428,
29184,1728833,
29212,2827845,
29228,2994726,
29248,3128387,
29271,1682034,
29292,992168,
29310,1014048,
29347,1097996,
29355,2362492,
29370,2439174,
29388,112732,
29402,791162,
29455,3217286,
29489,3007225,
29493,2545099,
29509,2600873,
29584,3261927,
29606,1825343,
29612,1956619,
29636,533174,
29647,961949,
29672,1632990,
29703,2077487,
29730,1860290,
29760,354702,
29766,1351660,
29770,942703,
29779,3351504,
29899,1873298,
29905,2519194,
29943,2853765,
29974,2324814,
29988,2486302,
29994,1380158,
29998,524333,
30019,1766941,
30027,628652,
30088,3002092,
30108,119472,
30116,1701505,
30124,2987778,
30137,2823496,
30141,3085479,
30146,2996947,
30185,178541,
30258,1564802,
30265,3059205,
30380,1228928,
30522,374806,
30550,2586713,
30561,1714656,
30565,3118633,
30583,2939441,
30589,3009617,
30606,1926246,
30636,1979738,
30649,1086428,
30676,2490147,
30753,332488,
30759,2821394,
30777,1349393,
30784,1234443,
30788,1635300,
30795,3118486,
30804,893162,
30835,2895482,
30839,1332864,
30860,3315142,
30867,112127,
30890,656730,
31004,846154,
31064,2304978,
31068,1279598,
31086,2761238,
31092,1838937,
31114,362112,
31132,1633498,
31154,1398086,
31201,3321673,
31216,2713448,
31288,1365633,
31307,1911114,
31330,2106319,
31358,1773153,
31365,183932,
31380,1163865,
31416,1929617,
31482,3102893,
31512,352729,
31517,569211,
31569,2813662,
31578,3225584,
31625,1100193,
31651,3391428,
31656,1231583,
31701,103086,
31705,3379094,
31805,1696468,
31810,2102995,
31828,2845361,
31839,329201,
31845,1440983,
31880,1250869,
31937,2992254,
31941,1998752,
31948,221742,
31952,2545948,
32034,3236785,
32043,1625859,
32086,1763237,
32106,2947672,
32133,622151,
32160,176355,
32242,2227217,
32249,1435886,
32283,1249350,
32289,1989979,
32295,2302409,
32337,126793,
32351,753627,
32423,344272,
32455,3381233,
32461,1502181,
32472,2713679,
32524,987813,
32528,374531,
32562,2466422,
32599,1336754,
32647,2619232,
32671,718466,
32698,3137173,
32702,723482,
32711,2997751,
32740,604361,
32748,2292656,
32779,2457721,
32786,1067531,
32808,2982145,
32843,2658681,
32903,3085631,
32913,306044,
32918,1315069,
32937,702416,
32974,1036878,
32988,2559116,
33013,648020,
33028,750590,
33034,3395721,
33044,612119,
33056,846709,
33091,2650635,
33095,1084554,
33126,1628567,
33136,2178845,
33147,1201550,
33160,1228789,
33164,3249228,
33253,2170242,
33293,1630821,
33384,2009712,
33397,2094515,
33433,901415,
33447,2635262,
33459,2543917,
33487,129926,
33496,2511585,
33515,1317906,
33528,28696,
33533,997480,
33568,2651623,
33582,278713,
33591,2560829,
33598,1415956,
33641,1312596,
33646,1086677,
33660,2354169,
33673,1254380,
33687,2148784,
33704,1720548,
33736,140931,
33752,3230232,
33767,3023704,
33777,1907607,
33796,455035,
33808,659909,
33880,1769739,
33915,3416966,
33953,3331469,
33966,1188813,
34026,3107093,
34070,501582,
34088,3178892,
34119,512343,
34127,335044,
34144,2218299,
34164,300162,
34213,134419,
34260,2058713,
34280,2799312,
34285,2990314,
34308,164788,
34322,872361,
34327,374606,
34343,2868479,
34351,428639,
34355,3398449,
34394,1306035,
34401,2474551,
34409,1871305,
34414,2780038,
34427,812023,
34437,1915214,
34442,1684359,
34446,776848,
34451,704344,
34458,1169273,
34462,1866082,
34467,354180,
34501,3001884,
34526,2450313,
34554,2250142,
34572,2046274,
34585,1008627,
34591,1211369,
34609,1165567,
34638,4711,
34708,1376142,
34720,1289521,
34752,2440998,
34759,378564,
34791,1629837,
34860,2106068,
34898,214187,
34923,1554602,
34937,1124637,
34941,179504,
34963,3278797,
35004,3250752,
35020,911951,
35037,145985,
35064,1177246,
35077,1453091,
35159,2460232,
35173,3266010,
35182,1242065,
35188,646752,
35200,1490598,
35219,469780,
35263,430749,
35331,2065398,
35346,1529138,
35352,1261129,
35358,2982167,
35367,3051847,
35375,2130592,
35394,865712,
35407,2102178,
35418,760946,
35445,819088,
35449,2018860,
35459,359518,
35464,1732029,
35484,901171,
35572,2766487,
35576,783074,
35584,1003694,
35686,1976922,
35718,1836043,
35734,1065495,
35766,767323,
35779,2734758,
35872,1643858,
35879,3231905,
35883,1506044,
35937,2534643,
36100,2195465,
36122,2701869,
36147,303706,
36151,1523961,
36157,1347705,
36240,852435,
36271,1015146,
36311,950032,
36353,1106171,
36371,3260987,
36376,2117424,
36380,1598521,
36393,562888,
36466,2783268,
36477,232180,
36506,2272909,
36512,795152,
36527,89254,
36575,3264599,
36589,779762,
36594,3288371,
36599,322872,
36642,3287488,
36662,1735168,
36680,2688152,
36709,2987256,
36715,452984,
36742,2164759,
36747,2377021,
36756,2053641,
36780,3208416,
36839,1888026,
36888,1012214,
36910,419128,
36915,3356697,
36921,1568848,
36932,713987,
36963,1501646,
36984,1162526,
36990,2484522,
37125,1035438,
37129,1021481,
37141,348271,
37147,929363,
37163,1102552,
37211,3334867,
37231,1089396,
37237,374748,
37335,2877213,
37339,1459930,
37349,20018,
37400,995001,
37413,2861125,
37434,2001237,
37464,2614615,
37468,1251956,
37478,280037,
37490,3411016,
37496,3398797,
37505,223255,
37528,1809571,
37539,3343119,
37607,2373057,
37623,340476,
37643,2260878,
37648,2228537,
37749,3183098,
37757,1091539,
37762,2016450,
37778,591499,
37802,3277161,
37892,572329,
37905,952329,
37914,1052691,
37923,1678449,
37938,2138164,
37963,1822170,
37975,2313176,
37983,1758870,
37995,2748224,
38021,504629,
38068,2660314,
38078,1441408,
38085,928669,
38097,1991464,
38128,1294149,
38134,2177490,
38139,371193,
38175,2261233,
38213,26611,
38222,1989622,
38229,3229042,
38256,2335253,
38269,1368523,
38312,2805064,
38321,2743972,
38326,737719,
38333,457786,
38437,689584,
38443,2895690,
38468,539369,
38591,543688,
38606,497814,
38622,512334,
38671,1031481,
38721,2484792,
38763,772327,
38864,1496873,
38868,2024568,
38872,2865637,
38902,2398746,
39013,456185,
39022,451711,
39031,1893317,
39040,2703002,
39089,1594674,
39109,3017315,
39114,1041511,
39150,1947936,
39191,3372129,
39202,930324,
39207,2394426,
39235,1220152,
39248,319031,
39266,2950266,
39284,2774867,
39336,2681078,
39349,147369,
39382,1169294,
39386,2272387,
39404,1852279,
39422,2395034,
39449,2361096,
39510,1057242,
39537,1455404,
39567,3130140,
39613,3126308,
39655,496950,
39665,402738,
39683,1086862,
39715,1917261,
39719,1966022,
39732,1496080,
39744,3143337,
39752,2406823,
39770,1890,
39777,817343,
39836,1209644,
39862,1710271,
39871,1745540,
39921,2569180,
39929,174976,
39953,677693,
40032,3363061,
40038,1877053,
40049,797735,
40053,412840,
40062,3168922,
40090,2684178,
40144,403604,
40175,1074427,
40196,987020,
40206,1769075,
40292,645412,
40302,174063,
40313,428001,
40342,1056049,
40373,825795,
40388,1898428,
40414,718184,
40419,1507931,
40423,2806411,
40457,2614759,
40543,82156,
40559,336488,
40563,54804,
40574,231289,
40605,1213787,
40630,2677905,
40639,288186,
40683,3339983,
40697,510999,
40712,1706615,
40723,2191599,
40730,1117355,
40735,1793342,
40783,1676348,
40801,2244854,
40840,2477115,
40859,918299,
40883,1694924,
40905,1955031,
40930,739040,
40938,3374364,
40950,2217998,
40963,2247613,
41001,353756,
41064,395469,
41094,448754,
41212,344077,
41271,1450823,
41284,3049683,
41309,883056,
41329,2155181,
41376,2263190,
41382,1914195,
41441,1104396,
41453,1642566,
41458,785888,
41483,1841480,
41538,147343,
41658,1961975,
41706,3049964,
41720,273586,
41729,2719167,
41741,3013604,
41776,1457207,
41785,1110216,
41803,2110273,
41808,3267554,
41817,1617211,
41824,1162820,
41877,3231239,
41895,2194307,
41909,3408416,
41913,1166716,
41927,1737226,
41936,2453693,
41959,1793951,
41985,2061663,
41990,3113274,
41995,1531177,
42001,287119,
42026,264061,
42030,582419,
42089,132246,
42118,1078036,
42168,227731,
42202,1230287,
42212,3150863,
42260,919214,
42274,328325,
42372,577283,
42384,1819437,
42390,1059750,
42395,2348544,
42405,73861,
42530,3379515,
42535,1951006,
42553,1173240,
42573,563468,
42611,2459256,
42634,3369062,
42645,343151,
42651,1766053,
42655,1349408,
42705,1447765,
42727,1353684,
42752,305312,
42766,166425,
42784,1649031,
42789,214557,
42794,1450918,
42799,2308311,
42870,202403,
42879,2341720,
42883,2542094,
42892,2593332,
42953,1700059,
42957,232701,
42980,439272,
43080,3271122,
43101,767068,
43130,2513408,
43165,3225756,
43170,1405330,
43255,2774041,
43291,2954780,
43303,1729506,
43380,3029663,
43387,88768,
43404,2035784,
43409,1818779,
43418,1090960,
43437,1540354,
43445,3146604,
43458,2518043,
43466,1177888,
43490,3112861,
43498,251272,
43550,2020717,
43561,2965253,
43580,49931,
43587,1815303,
43622,476887,
43628,3074750,
43640,3251056,
43647,228381,
43733,1310253,
43769,2149681,
43825,3286610,
43829,324388,
43848,1933822,
43853,1635444,
43859,3285861,
43881,2098907,
43914,3005197,
43945,3068145,
43956,2665698,
43987,2656059,
43994,98619,
44033,3196457,
44037,494327,
44047,243080,
44054,2054313,
44060,2919251,
44088,3111209,
44100,428427,
44109,1060499,
44115,1801777,
44119,480184,
44186,2768722,
44218,3090250,
44222,824357,
44243,1148051,
44282,767115,
44289,2784999,
44298,1755968,
44307,2399278,
44314,3265834,
44413,1308679,
44430,127062,
44434,2128395,
44442,1686832,
44449,3056864,
44483,195879,
44504,2703783,
44511,694584,
44527,3248532,
44549,940977,
44557,2492403,
44566,1953977,
44582,463257,
44631,2191953,
44640,984873,
44669,1421444,
44687,580860,
44734,872058,
44789,2925368,
44801,2827871,
44815,259479,
44826,1604590,
44941,1747911,
44950,539240,
45043,3068101,
45053,1799918,
45058,362888,
45062,2266495,
45067,2460981,
45169,2486698,
45188,1298986,
45221,2476249,
45228,691056,
45240,3243855,
45253,3180226,
45257,1231620,
45310,1652735,
45331,920063,
45336,649627,
45384,153319,
45438,40521,
45444,1853650,
45498,1334972,
45526,260832,
45535,3201950,
45539,294408,
45550,2256089,
45562,262425,
45608,2333602,
45630,2240471,
45638,3231689,
45642,1571392,
45684,3337444,
45699,2952966,
45707,3166535,
45757,2885343,
45814,1658143,
45846,1521534,
45851,2660338,
45856,409308,
45867,1075814,
45892,1717584,
