Unnamed: 0,order_id,tip
693,1405998,1
694,1647333,0
695,1716870,0
696,883730,0
697,1270268,0
698,1471161,1
699,2233216,1
700,3010243,0
701,1149855,0
702,2208921,1
703,1705038,1
704,2588460,1
705,821581,0
706,16453,1
707,1876333,0
708,2212701,1
709,1417278,1
710,212317,1
711,2285782,1
712,3163983,1
713,2658264,0
714,1980038,1
715,2026445,0
716,957464,1
717,1406888,1
718,2221092,1
719,3364387,1
720,2397010,1
721,322784,1
722,1547261,1
723,2733086,1
724,3186485,1
725,1351723,0
726,2773834,1
727,2004451,0
728,1293462,1
729,1474612,1
730,1028054,0
731,1536560,0
732,2284276,0
733,2414407,0
734,518525,0
735,2449995,0
736,1579001,1
737,877873,0
738,271311,1
739,2450897,1
740,1744744,1
741,1719217,1
742,2970747,0
743,1684202,0
744,1611268,0
745,2615857,0
746,1275117,0
747,2338783,0
748,568071,1
749,1815604,0
750,2237858,0
751,50141,0
752,1478236,0
753,2448726,0
754,1395872,0
755,466864,0
756,3233180,1
757,2493143,1
758,2019002,1
759,17188,0
760,283068,1
761,3165557,0
762,2749321,0
763,2709723,0
764,2042436,1
765,2069010,1
766,1809422,1
767,2459190,0
768,1305076,0
769,394490,0
770,157238,0
771,710176,0
772,2356986,0
773,3130851,0
774,2847278,0
775,2529021,1
776,1247668,0
777,368678,0
778,3277922,0
779,2209655,0
780,2887308,0
781,821724,0
782,3072637,1
783,1576440,0
784,3099309,0
785,346741,1
786,2960144,1
787,2514509,0
788,126797,0
789,2611686,0
790,462482,0
791,509434,0
792,1385314,1
793,3338030,1
794,2845138,1
795,3057029,0
796,1217452,1
797,2255388,0
798,154383,0
799,145975,1
800,1187492,0
801,2963630,0
802,1756193,1
803,869810,1
804,1868999,0
805,2359073,1
806,1630900,0
807,1970863,0
808,1266426,0
809,2270027,0
810,1635247,0
811,1886091,0
812,1174219,1
813,1061507,1
814,1538485,0
815,1233543,1
816,412188,0
817,1380699,1
818,1403288,1
819,178653,1
820,543294,0
821,3210857,0
822,2114410,0
823,2715304,1
824,2407582,1
825,3255483,1
826,1156496,1
827,3368213,0
828,2969849,0
829,528034,0
830,2946173,1
831,929316,0
832,2831368,1
833,2279874,0
834,1682211,1
835,2245073,1
836,1493686,1
837,1299917,1
838,1222515,1
839,588592,0
840,518710,1
841,1890287,1
842,3245169,1
843,1374304,0
844,145138,1
845,344890,0
846,3288092,0
847,897664,1
848,14538,1
849,2949150,1
850,2537705,1
851,330588,1
852,2793861,0
853,2418463,0
854,2781743,1
855,2927937,0
856,421430,1
857,730844,0
858,867392,1
859,2056677,1
860,283578,0
861,174291,0
862,414798,0
863,493475,0
864,621183,1
865,1328373,1
866,2830040,0
867,2492576,0
868,2332093,0
869,583113,1
870,1342893,0
871,3248472,1
872,2857916,1
873,496883,0
874,670406,0
875,1905539,1
876,20990,1
877,1103882,1
878,700442,0
879,2527806,0
880,3282955,1
881,35864,1
882,2158261,0
883,172315,0
884,772960,0
885,1063038,1
886,1075839,1
887,3033935,0
888,1737444,0
889,2749866,0
890,297648,1
891,1712033,1
892,815874,0
893,2844786,1
894,3376866,1
895,385170,0
896,1342033,1
897,2442789,1
898,1090894,0
899,1892224,0
900,3095480,0
901,623591,1
902,805747,1
903,2568082,0
904,476328,0
905,2615153,0
906,2881360,1
907,1635763,0
908,1192940,0
909,613071,1
910,2968597,0
911,3344027,1
912,3392242,1
913,2957244,0
914,2717601,0
915,1233389,0
916,3120718,1
917,2925161,0
918,2417249,0
919,2064762,0
920,1412215,0
921,2649354,0
922,510773,0
923,3040271,0
924,518377,1
925,3229295,1
926,408001,0
927,3285446,1
928,918345,0
929,1952310,1
930,916720,1
931,1587869,0
932,1238511,1
933,3321425,1
934,2447221,1
935,812425,1
936,853106,0
937,1067731,0
938,220760,0
939,208789,0
940,804120,1
941,2360161,1
942,1138822,0
943,1007933,0
944,2145425,1
945,836851,1
946,353483,1
947,862291,0
948,2809599,1
949,1354004,1
950,3090159,1
951,306460,0
952,248212,0
953,3095713,0
954,2021371,0
955,1583092,1
956,2745127,0
957,343818,1
958,1080736,0
959,1166491,1
960,1453199,1
961,1244073,0
962,521634,1
963,1005001,0
964,1258418,1
965,3055700,1
966,2043219,1
967,1183453,0
968,1990708,1
969,368504,0
970,2537703,0
971,1142264,0
972,1496020,1
973,138660,0
974,2726438,0
975,472055,0
976,1927260,1
977,2451174,0
978,890832,0
979,1980909,1
980,1024299,1
981,1734238,0
982,1850602,1
983,1579908,0
984,430374,1
985,1311384,1
986,149036,1
987,2129175,1
988,770916,0
989,2305058,0
990,1362948,0
991,3113974,1
992,705795,0
993,2509721,0
994,495378,1
995,1213213,0
996,917387,0
997,701692,1
998,814876,1
999,49506,0
1000,2293797,1
1001,581953,1
1002,131382,1
1003,1311595,1
1004,1117693,0
1005,3028094,0
1006,2208998,1
1007,3133379,0
1008,2123695,0
1009,2539004,0
1010,1844324,0
1011,1045151,0
1012,2171236,0
1013,3173563,1
1014,1614963,0
1015,1869076,0
1016,1727413,1
1017,3302132,1
1018,2962172,1
1019,2054904,1
1020,678292,0
1021,252109,0
1022,2527016,1
1023,1111201,1
1024,701202,1
1025,2892594,0
1026,326405,1
1027,1383315,1
1028,1659217,1
1029,2794349,1
1030,1404086,0
1031,1435403,0
1032,1277631,1
1033,2004703,0
1034,887556,1
1035,1707365,0
1036,2247576,0
1037,2434052,1
1038,41594,1
1039,3207982,0
1040,555737,1
1041,418383,1
1042,3252832,1
1043,2573636,1
1044,2101832,0
1045,495257,0
1046,755685,0
1047,2374506,0
1048,1773203,0
1049,490464,0
1050,204609,0
1051,2908061,0
1052,926050,1
1053,582316,1
1054,1104458,1
1055,3109756,0
1056,3313539,1
1057,3337089,1
1058,361061,1
1059,2557433,0
1060,1817739,1
1061,468155,0
1062,836347,1
1063,317225,1
1064,1495595,0
1065,1877284,0
1066,1087344,1
1067,1491354,1
1068,1077618,1
1069,117370,0
1070,2513589,1
1071,675163,0
1072,2606396,0
1073,861905,1
1074,120094,1
1075,767786,0
1076,3012148,0
1077,2957138,1
1078,126154,1
1079,2355421,0
1080,2243092,1
1081,2239863,0
1082,149889,0
1083,646569,1
1084,2810197,1
1085,75337,0
1086,1172369,1
1087,3150270,0
1088,3062003,1
1089,3031029,0
1090,162358,0
1091,3312473,0
1092,966163,0
1093,2249752,0
1094,3195300,0
1095,1572833,1
1096,2616253,1
1097,3340928,0
1098,3341511,1
1099,1801922,1
1100,956078,0
1101,1069154,1
1102,273758,1
1103,245956,0
1104,1824304,1
1105,3012570,0
1106,1850441,0
1107,2235940,0
1108,2847170,0
1109,3395231,1
1110,2237993,0
1111,3093037,1
1112,1146669,0
1113,1565968,1
1114,2904561,1
1115,623746,0
1116,1203357,1
1117,785046,1
1118,715826,1
1119,1259414,0
1120,1583203,1
1121,3151742,1
1122,574325,0
1123,3180377,1
1124,1070240,1
1125,2296223,0
1126,3249574,0
1127,147599,0
1128,3360855,1
1129,618397,1
1130,135228,1
1131,253281,0
1132,1223154,0
1133,1787589,0
1134,1094408,1
1135,2674919,1
1136,1806105,1
1137,3072984,0
1138,2153132,0
1139,3348660,0
1140,42596,0
1141,2352112,1
1142,190203,1
1143,2560302,1
1144,1849852,0
1145,1904945,0
1146,3155274,0
1147,1431633,0
1148,2588291,1
1149,2539915,1
1150,609243,1
1151,726786,1
1152,1010751,1
1153,2409809,0
1154,2943561,1
1155,42199,0
1156,707861,1
1157,802132,0
1158,562961,0
1159,74973,1
1160,2987166,1
1161,2673506,1
1162,1205021,0
1163,189527,1
1164,2143077,1
1165,3011446,0
1166,2025988,0
1167,288423,0
1168,383311,0
1169,3229098,0
1170,1149658,1
1171,2652370,1
1172,2689194,1
1173,1033765,1
1174,738088,1
1175,490009,1
1176,394545,1
1177,27128,0
1178,938501,1
1179,613449,0
1180,2334361,1
1181,1161025,1
1182,2839811,0
1183,2587690,0
1184,1634261,0
1185,3020011,1
1186,38225,0
1187,671430,1
1188,1420448,1
1189,757080,1
1190,1411181,1
1191,1194936,0
1192,2458107,1
1193,1999833,0
1194,1685366,1
1195,1816640,1
1196,3122621,0
1197,3324407,1
1198,489822,0
1199,321411,0
1200,3402393,1
1201,3106417,0
1202,2387815,1
1203,2937241,1
1204,3054833,0
1205,1390731,0
1206,2996452,0
1207,1148254,1
1208,1605315,0
1209,2442778,1
1210,3232824,0
1211,1886835,0
1212,2925339,1
1213,3268542,0
1214,2952510,1
1215,3067911,1
1216,134944,1
1217,2117526,1
1218,2529595,1
1219,563024,1
1220,2099956,0
1221,3325712,0
1222,2724405,1
1223,2795369,1
1224,267573,1
1225,344544,0
1226,3121397,1
1227,2626929,1
1228,2807795,0
1229,683104,1
1230,3149915,1
1231,1705646,1
1232,2569999,0
1233,1713171,1
1234,2529572,0
1235,1685725,0
1236,571592,0
1237,203571,0
1238,257429,1
1239,316754,0
1240,1228411,0
1241,2806719,1
1242,265752,0
1243,503920,0
1244,2306725,1
1245,456576,0
1246,1910738,0
1247,1660954,0
1248,365869,0
1249,259284,1
1250,221978,1
1251,2611770,0
1252,1572061,0
1253,2078992,0
1254,3239633,1
1255,2239028,0
1256,1128869,1
1257,1135423,1
1258,507039,1
1259,266045,0
1260,2754112,0
1261,143738,1
1262,2444218,1
1263,2212196,1
1264,3327068,1
1265,3143454,0
1266,1645521,0
1267,700547,1
1268,1381686,1
1269,3058072,0
1270,69850,1
1271,1444355,1
1272,2104535,0
1273,3182753,1
1274,2306751,0
1275,3367450,1
1276,271846,0
1277,370558,1
1278,2301545,1
1279,3173007,1
1280,1845470,1
1281,1375714,1
1282,1003687,0
1283,2106543,0
1284,2363041,0
1285,2032962,0
1286,1741182,1
1287,415295,0
1288,974654,1
1289,3034307,0
1290,1754722,0
1291,1265847,1
1292,277782,1
1293,1992128,1
1294,3367621,1
1295,1549183,0
1296,3298305,0
1297,2389839,0
1298,2380548,0
1299,1888249,1
1300,2496369,0
1301,1688118,0
1302,1544630,1
1303,896929,0
1304,1378018,1
1305,3350445,1
1306,1700205,1
1307,1149237,0
1308,253975,0
1309,3072535,1
1310,1733328,0
1311,135241,1
1312,1553955,1
1313,2694521,0
1314,2548219,0
1315,1701639,1
1316,2606324,0
1317,1670032,0
1318,1273082,0
1319,3269523,0
1320,394773,0
1321,3237445,0
1322,2879504,1
1323,3117568,0
1324,2619185,0
1325,1484201,1
1326,1416481,1
1327,1399060,1
1328,2835996,1
1329,181311,1
1330,2520846,0
1331,3176777,1
1332,819661,0
1333,1584264,0
1334,1997735,0
1335,1899034,0
1336,3128169,0
1337,3166604,0
1338,863205,1
1339,3099595,0
1340,3008525,1
1341,3188368,0
1342,3326897,0
1343,1049848,0
1344,1651642,0
1345,148733,1
1346,2605826,0
1347,2036495,0
1348,2074228,1
1349,2133510,1
1350,2957155,0
1351,1483451,0
1352,1075754,0
1353,1335634,1
1354,2722840,0
1355,3356032,1
1356,983456,1
1357,1672436,0
1358,3101805,1
1359,1927033,0
1360,3193669,1
1361,427111,0
1362,2175276,0
1363,2465868,0
1364,2709144,0
1365,3327445,1
1366,251665,0
1367,1671293,1
1368,859962,0
1369,1045639,0
1370,2484222,1
1371,2363623,0
1372,22290,0
1373,1197092,0
1374,1479492,0
1375,328212,0
1376,2051745,0
1377,1074183,0
1378,700754,0
1379,614817,0
1380,453386,0
1381,2755671,0
1382,2131977,0
1383,1117949,0
1384,718305,0
1385,779276,1
1386,1689859,1
1387,544303,0
1388,462115,1
1389,2876509,1
1390,1592217,1
1391,2952019,1
1392,1273284,0
1393,274489,0
1394,3061522,0
1395,2184236,0
1396,2224065,0
1397,335822,0
1398,2472404,1
1399,398248,0
1400,3227162,0
1401,598000,1
1402,2181916,0
1403,731202,1
1404,406662,0
1405,750686,0
1406,2213879,0
1407,2831938,1
1408,3217718,0
1409,2202137,0
1410,2069420,0
1411,1109229,0
1412,2678708,0
1413,205856,0
1414,2515644,0
1415,302665,0
1416,3136121,0
1417,3055327,1
1418,2427127,1
1419,908938,0
1420,1292533,0
1421,3031761,1
1422,2748015,1
1423,1631916,1
1424,2461484,1
1425,1956438,1
1426,3112578,1
1427,2002166,1
1428,1783355,0
1429,2549191,1
1430,2134473,1
1431,1681728,0
1432,281209,0
1433,677884,0
1434,1622497,1
1435,843426,0
1436,2761373,1
1437,1337494,1
1438,761038,0
1439,965923,0
1440,2117630,0
1441,2469410,1
1442,747800,0
1443,1053033,1
1444,873976,1
1445,522364,1
1446,213367,1
1447,3099773,0
1448,2334892,0
1449,2481809,1
1450,221196,1
1451,131580,0
1452,1947416,0
1453,464257,1
1454,2516844,0
1455,1091321,0
1456,2395604,1
1457,2356941,0
1458,275629,1
1459,711134,1
1460,2349132,0
1461,1074617,0
1462,1794428,1
1463,2930476,0
1464,2741810,1
1465,1933734,0
1466,1092164,0
1467,2444936,0
1468,1858543,1
1469,1454837,0
1470,1206290,1
1471,1363501,0
1472,1477370,0
1473,3080951,1
1474,1964852,1
1475,3064683,1
1476,1843701,1
1477,1631298,0
1478,3032651,0
1479,1840753,1
1480,1987659,0
1481,604150,0
1482,2163248,1
1483,152389,1
1484,1646768,1
1485,3320996,0
1486,365284,0
1487,610267,0
1488,1100373,0
1489,1811122,1
1490,3129230,0
1491,3331475,1
1492,401080,0
1493,2894944,0
1494,1114308,1
1495,2718318,0
1496,1698257,0
1497,3252732,1
1498,3244085,1
1499,203202,0
1500,1191513,1
1501,2481061,1
1502,2696715,0
1503,679038,1
1504,1266875,0
1505,2447178,0
1506,1685257,0
1507,3190698,1
1508,362593,1
1509,243966,0
1510,2325900,1
1511,3183318,0
1512,172849,1
1513,231206,1
1514,3227165,0
1515,508716,0
1516,2342007,1
1517,356376,0
1518,2779549,0
1519,1447472,0
1520,2622036,1
1521,2438301,0
1522,2044367,0
1523,918151,0
1524,2646247,0
1525,1822335,1
1526,2863056,0
1527,2543842,0
1528,751552,0
1529,127336,1
1530,646574,0
1531,2227585,0
1532,2388026,1
1533,280954,0
1534,827126,1
1535,3008385,1
1536,523491,0
1537,1106395,0
1538,12510,0
1539,80103,0
1540,1521616,1
1541,3271987,0
1542,1847849,0
1543,238839,0
1544,424861,1
1545,1458758,0
1546,825250,0
1547,2687199,1
1548,3405572,0
1549,2728308,0
1550,2940031,0
1551,1145183,1
1552,1531000,1
1553,2014791,1
1554,3388210,0
1555,3238226,0
1556,1599402,0
1557,3183632,0
1558,1869518,0
1559,1500710,0
1560,2454348,0
1561,315178,1
1562,3360456,0
1563,3164338,0
1564,375256,0
1565,2575332,0
1566,1488589,1
1567,2495911,1
1568,993889,0
1569,1090224,1
1570,1391876,1
1571,219136,1
1572,2408661,1
1573,2077829,1
1574,1851420,0
1575,2896262,0
1576,2979182,0
1577,2512954,0
1578,2041232,1
1579,289521,1
1580,2239721,1
1581,951487,1
1582,2472122,1
1583,2191706,1
1584,3141535,1
1585,219668,1
1586,1725325,0
1587,2555087,1
1588,2095000,1
1589,1457006,1
1590,42008,0
1591,101110,1
1592,749143,0
1593,490951,1
1594,1009487,1
1595,1928271,0
1596,3068396,0
1597,2475921,1
1598,1068605,0
1599,879185,1
1600,2372384,1
1601,867396,0
1602,3102697,1
1603,294714,1
1604,1075974,0
1605,94667,1
1606,3179424,0
1607,631466,1
1608,430435,0
1609,2009927,1
1610,1679773,0
1611,1954067,1
1612,57170,0
1613,2276920,0
1614,2229164,1
1615,2598678,1
1616,2660034,0
1617,2653335,1
1618,2974943,1
1619,2775865,0
1620,294642,1
1621,995448,0
1622,319619,1
1623,581397,1
1624,1752844,0
1625,1877459,0
1626,1669448,1
1627,1453706,0
1628,60130,0
1629,1391039,1
1630,739207,0
1631,3168674,1
1632,183856,1
1633,570667,1
1634,20385,1
1635,317499,0
1636,970737,0
1637,2757811,0
1638,1242501,1
1639,3070510,1
1640,2632365,1
1641,1299056,1
1642,1132287,0
1643,109225,0
1644,1015739,0
1645,292801,0
1646,2805743,1
1647,1883106,1
1648,3358350,1
1649,3196025,0
1650,829781,1
1651,3366890,1
1652,2437244,1
1653,2656811,1
1654,1451646,0
1655,127452,0
1656,880997,1
1657,1664170,0
1658,798666,1
1659,3037241,0
1660,323610,1
1661,1857727,0
1662,2856016,0
1663,2205966,1
1664,2381888,0
1665,42094,0
1666,2264232,0
1667,296725,0
1668,2503868,0
1669,109079,1
1670,724567,0
1671,3169809,1
1672,2122707,0
1673,1659983,0
1674,962181,0
1675,1403354,1
1676,775542,0
1677,1442670,0
1678,437303,1
1679,3026414,0
1680,2446157,1
1681,2440104,0
1682,54809,1
1683,3216774,0
1684,875443,1
1685,2571386,1
1686,2330535,0
1687,1622649,0
1688,202772,1
1689,328412,1
1690,518548,0
1691,1230266,1
1692,997622,0
1693,1761911,0
1694,1014758,1
1695,2324050,1
1696,940905,1
1697,330007,1
1698,3045183,0
1699,2699621,0
1700,319276,1
1701,1755578,1
1702,2105477,1
1703,2993831,0
1704,539663,1
1705,3370725,1
1706,684228,1
1707,2751688,0
1708,684648,0
1709,480827,1
1710,1061826,0
1711,2299100,1
1712,2150925,0
1713,3378329,0
1714,1778118,0
1715,1246824,0
1716,3075311,0
1717,647049,1
